TIME,VX,VY,R,Fz_1,Fz_2,Fz_3,Fz_4,omega_1,omega_2,omega_3,omega_4,slip_1,slip_2,slip_3,slip_4,TAU_1,TAU_2,TAU_3,TAU_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.74540024354647e-30,-3.87121334405186e-56,7.36256040918521e-46,-8.83507249132826e-46,0,0,0,0,0,0,0,0,1.18715554462754e-43,-1.64932891209614e-44,9.27682611647535e-44,-9.27682611531399e-44,1.23407642362581e-44,1.18210188838152e-43,-3.22480145929656e-43,-3.22480145929656e-43
4.36651296554905e-15,-1.56221081394836e-29,-4.81738480138729e-30,-6.56446903194958e-30,1.41248207273397e-30,1.41248207273397e-30,7.24279079336605e-28,7.24279079336605e-28,0,0,0,0,3.6878131876768e-27,2.64314118986169e-27,3.03258546927725e-27,1.65404697256784e-27,1.06882861747393e-28,4.05575471132181e-28,-8.52864847459806e-28,-8.52864847459806e-28
8.7330259310981e-15,-6.24884325578756e-29,-2.03886506381236e-29,-2.49149424086624e-29,5.64992830454621e-30,5.64992830454621e-30,2.89711631735812e-27,2.89711631735812e-27,0,5.44709986254408e-54,5.44709986254408e-54,5.44709986254408e-54,1.45708047450678e-26,1.05976346093226e-26,1.19893338365909e-26,6.75719593077178e-27,4.08773447630717e-28,1.4426220361834e-27,-2.92128858236043e-27,-2.92128858236043e-27
3.05655907588433e-14,-7.65483298829973e-28,-2.59553195350841e-28,-2.9345737446236e-28,6.92116226566424e-29,6.92116226566424e-29,3.5489674888433e-26,3.5489674888433e-26,9.89003975244835e-26,9.89003975244835e-26,9.89003975244835e-26,9.89003975244835e-26,5.13525077423408e-24,5.08837772130717e-24,5.10397285530019e-24,5.0423468066631e-24,4.84334223906457e-27,1.60999212701547e-26,-3.14967905683402e-26,-3.14967905683402e-26
5.23981555865885e-14,-2.24958357206045e-27,-7.67564765942352e-28,-8.56649915129733e-28,2.03397424300708e-28,2.03397424300708e-28,1.04296187429481e-25,1.04296187429481e-25,3.07690125630232e-25,3.07690125630232e-25,3.07690125630232e-25,3.07690125630232e-25,1.5945073909729e-23,1.58082053205089e-23,1.58533241559784e-23,1.56734276738011e-23,1.41531041338073e-26,4.65439978518124e-26,-9.0461264739783e-26,-9.0461264739783e-26
1.61560979725315e-13,-2.13866660421526e-26,-7.34032800693178e-27,-8.09236424750729e-27,1.9336881427582e-27,1.9336881427582e-27,9.91538059771029e-25,9.91538059771029e-25,2.99997872481663e-24,2.99997872481663e-24,2.99997872481663e-24,2.99997872481663e-24,1.55331337074118e-22,1.54038056000928e-22,1.5446059734443e-22,1.52761200852454e-22,1.33829810154432e-25,4.35566040966587e-25,-8.41118218361984e-25,-8.41118218361984e-25
2.70723803864041e-13,-6.00513836844131e-26,-2.06342668942746e-26,-2.26943312945511e-26,5.42958195789149e-27,5.42958195789149e-27,2.78412878171817e-24,2.78412878171817e-24,8.43950058828269e-24,8.43950058828269e-24,8.43950058828269e-24,8.43950058828269e-24,4.36946179375609e-22,4.33319094481008e-22,4.34502065000274e-22,4.29736255428419e-22,3.75386343746602e-25,1.21925751773733e-24,-2.35149947655108e-24,-2.35149947655108e-24
8.16537924557671e-13,-5.46289499423748e-25,-1.87921596007533e-25,-2.06197957229208e-25,4.93931100908982e-26,4.93931100908982e-26,2.53273151463773e-23,2.53273151463773e-23,7.68456088621415e-23,7.68456088621415e-23,7.68456088621415e-23,7.68456088621415e-23,3.97844907754271e-21,3.9454921034827e-21,3.95622231989569e-21,3.91292074887756e-21,3.41136642494045e-24,1.10577564053291e-23,-2.12992703338799e-23,-2.12992703338799e-23
1.3623520452513e-12,-1.52071849424341e-24,-5.23238316202568e-25,-5.73857900946066e-25,1.37496767437872e-25,1.37496767437872e-25,7.05042227957106e-23,7.05042227957106e-23,2.13932548711494e-22,2.13932548711494e-22,2.13932548711494e-22,2.13932548711494e-22,1.10756664525067e-20,1.09839448058588e-20,1.10137974348543e-20,1.08932872756557e-20,9.4943421940255e-24,3.07629911297949e-23,-5.92401487966707e-23,-5.92401487966707e-23
