TIME,AX,AY,AngACC,X,Y,R,PSI
0,0,1.30673615416864e-17,-1.53776449275335e-16,77,-148,0,1.5707963267949
5.74540024354647e-30,-9.60063016631241e-31,1.30673615416861e-17,-1.53776449275338e-16,77,-148,-8.83507249132826e-46,1.5707963267949
4.36651296554905e-15,-7.29649359862702e-16,-2.38069115796648e-16,-2.85295642143488e-15,77,-148,-6.56446903194958e-30,1.5707963267949
8.7330259310981e-15,-1.4592987197234e-15,-4.89205593134293e-16,-5.55213639358702e-15,77,-148,-2.49149424086624e-29,1.5707963267949
3.05655907588433e-14,-5.10754551899687e-15,-1.74488797981218e-15,-1.90480362542366e-14,77,-148,-2.9345737446236e-28,1.5707963267949
5.23981555865885e-14,-8.75579231822029e-15,-3.00057036647285e-15,-3.25439361147011e-14,77,-148,-8.56649915129733e-28,1.5707963267949
1.61560979725315e-13,-2.69970263135867e-14,-9.2789822995178e-15,-1.00023435414247e-13,77,-148,-8.09236424750729e-27,1.5707963267949
2.70723803864041e-13,-4.5238260307702e-14,-1.55573942321321e-14,-1.67502934709164e-13,77,-148,-2.26943312945511e-26,1.5707963267949
8.16537924557671e-13,-1.36444430259511e-13,-4.69494538887443e-14,-5.04900431114323e-13,77,-148,-2.06197957229208e-25,1.5707963267949
1.3623520452513e-12,-2.27650600180042e-13,-7.83415135345906e-14,-8.42297927403775e-13,77,-148,-5.73857900946066e-25,1.5707963267949
4.09142264871946e-12,-6.83681449313513e-13,-2.35301811602336e-13,-2.5292854071154e-12,77,-148,-5.17450238369386e-24,1.5707963267949
6.82049325218761e-12,-1.13971229766502e-12,-3.92262109400938e-13,-4.2162728839343e-12,77,-148,-1.43790548004398e-23,1.5707963267949
2.04658462695284e-11,-3.41986652769301e-12,-1.17706359435679e-12,-1.2651210224638e-11,77,-148,-1.29460435572953e-22,1.5707963267949
3.41111992868691e-11,-5.70002073817181e-12,-1.96186507258404e-12,-2.10861474930236e-11,77,-148,-3.59639513375805e-22,1.5707963267949
1.02337964373573e-10,-1.71007914973275e-11,-5.88587236279123e-12,-6.32608327501802e-11,77,-148,-3.23700031769654e-21,1.5707963267949
1.70564729460277e-10,-2.85015617677523e-11,-9.80987948478315e-12,-1.05435516199382e-10,77,-148,-8.99180338282386e-21,1.5707963267949
5.11698554893796e-10,-8.55054057888849e-11,-2.94299125715044e-11,-3.16308906325972e-10,77,-148,-8.09274476019593e-20,1.5707963267949
8.52832380327315e-10,-1.42509237591634e-10,-4.90499414528063e-11,-5.27182251253279e-10,77,-148,-2.24799127722128e-19,1.5707963267949
2.55850150749491e-09,-4.27528213326298e-10,-1.47150022776886e-10,-1.58154829788786e-09,77,-148,-2.02319743949955e-18,1.5707963267949
4.26417063466251e-09,-7.12546883587694e-10,-2.452499989608e-10,-2.63591321448817e-09,77,-148,-5.6199940713224e-18,1.5707963267949
1.27925162705005e-08,-2.13763565237943e-09,-7.35748302635518e-10,-7.90772084538699e-09,77,-148,-5.05798736050384e-17,1.5707963267949
2.13208619063385e-08,-3.56271678262941e-09,-1.22624397722114e-09,-1.31795002189024e-08,77,-148,-1.40499388899211e-16,1.5707963267949
6.39625900855284e-08,-1.06880078037265e-08,-3.67868289601598e-09,-3.953797302717e-08,77,-148,-1.26448169307051e-15,1.5707963267949
1.06604318264718e-07,-1.78131076475326e-08,-6.13105601446616e-09,-6.58957385850908e-08,77,-148,-3.51241457640254e-15,1.5707963267949
3.19812959160668e-07,-5.34357327050401e-08,-1.83919323773247e-08,-1.97673932804114e-07,77,-148,-3.16101081886159e-14,1.5707963267949
5.33021600056617e-07,-8.90535516192039e-08,-3.06511545943931e-08,-3.2943434382213e-07,77,-148,-8.78015051998638e-14,1.5707963267949
1.59906480453636e-06,-2.67069741986208e-07,-9.19221757101323e-08,-9.87966551707578e-07,77,-148,-7.9000822904543e-13,1.5707963267949
2.66510800901611e-06,-4.44962444477043e-07,-1.53150702605162e-07,-1.64604145429234e-06,77,-148,-2.19391134142083e-12,1.5707963267949
7.99532403141485e-06,-1.33247259121825e-06,-4.58621358015433e-07,-4.92917074113002e-06,77,-148,-1.97180724524413e-11,1.5707963267949
1.33255400538136e-05,-2.21648174296496e-06,-7.62888108451281e-07,-8.19928814301078e-06,77,-148,-5.46954441775415e-11,1.5707963267949
3.99766201658073e-05,-6.57170337187976e-06,-2.26195268329512e-06,-2.43077204445453e-05,77,-148,-4.87969742433278e-10,1.57079632679489
6.6627700277801e-05,-1.07898973180292e-05,-3.71398656533081e-06,-3.990194609041e-05,77,-148,-1.3413478164385e-09,1.57079632679486
0.000119086929633801,-1.85740147665114e-05,-6.39418786664096e-06,-6.86427311258711e-05,77.0000000000002,-148,-4.18977412680182e-09,1.57079632679472
0.000171546158989802,-2.54386336684589e-05,-8.75927555272974e-06,-9.39093459687556e-05,77.0000000000005,-148.000000000001,-8.42352417615421e-09,1.57079632679438
0.000252065936515023,-3.72251860295158e-05,-1.2823096064349e-05,-0.000137121081021212,77.0000000000015,-148.000000000004,-1.77263992218478e-08,1.57079632679332
0.000332585714040244,-4.83637578714072e-05,-1.66698385951947e-05,-0.000177606130227052,77.0000000000033,-148.000000000009,-3.03612282834323e-08,1.57079632679134
0.000471732940378655,-6.61143605501498e-05,-2.28192705620243e-05,-0.000241060311058996,77.000000000009,-148.000000000026,-5.94978871202277e-08,1.5707963267851
0.000610880166717066,-8.20341312492133e-05,-2.83665671538114e-05,-0.000296192652492063,77.0000000000192,-148.000000000056,-9.66863640210447e-08,1.57079632677405
0.0008335749567339,-0.000103845291327879,-3.60481086510817e-05,-0.000367234524980845,77.000000000047,-148.000000000136,-1.70590616098611e-07,1.57079632674431
0.000837207298666502,-0.000104164639147834,-3.61615880944768e-05,-0.000368218950459682,77.0000000000475,-148.000000000138,-1.71926325495065e-07,1.57079632674369
0.000840839640599105,-0.000104482857583438,-3.62747030339782e-05,-0.000369197865829199,77.0000000000482,-148.000000000139,-1.73265597220202e-07,1.57079632674306
0.000859001350262116,-0.000106057063501826,-3.68348294503188e-05,-0.00037400996877684,77.0000000000512,-148.000000000148,-1.8001457798789e-07,1.57079632673985
0.000877163059925128,-0.000107603259176917,-3.73859223645083e-05,-0.000378685065090456,77.0000000000543,-148.000000000157,-1.86849283714371e-07,1.57079632673652
0.000967971608240185,-0.000114920985634463,-4.00082703037269e-05,-0.000400031050093277,77.0000000000718,-148.000000000208,-2.22208536436093e-07,1.57079632671795
0.00105878015655524,-0.000121567026795926,-4.24145128881276e-05,-0.000418065986837868,77.0000000000926,-148.000000000268,-2.59304264236215e-07,1.57079632669606
0.00147719170044781,-0.00014422735453376,-5.09362056204333e-05,-0.000462210740512998,77.0000000002359,-148.00000000068,-4.43625594342331e-07,1.57079632654902
0.00189560324434038,-0.000155545695310505,-5.57582346869106e-05,-0.000453629188904533,77.0000000004663,-148.000000001337,-6.31601809412863e-07,1.57079632632382
0.00257602595334431,-0.000155780731732412,-5.71633480328242e-05,-0.000353787393201842,77.00000000104,-148.00000000296,-9.06576472299097e-07,1.57079632580005
0.00325644866234825,-0.000149754011068798,-5.65819400904754e-05,-0.000197550626353847,77.0000000018704,-148.000000005278,-1.087846625294e-06,1.57079632513199
0.00393687137135219,-0.000130468624660882,-5.16371537908085e-05,-2.26480895689094e-05,77.0000000029526,-148.000000008263,-1.16238067425641e-06,1.57079632436602
0.00461729408035612,-7.81770025176233e-05,-3.32190224574004e-05,7.63505692260801e-05,77.0000000042382,-148.000000011758,-1.1525914475967e-06,1.57079632358786
0.00529771678936006,8.7132540494032e-06,1.6814099961064e-07,8.68196436483814e-05,77.0000000056643,-148.000000015591,-1.09704152866848e-06,1.57079632282249
0.00597813949836399,9.64708702364503e-05,3.51180804469708e-05,8.98017409566585e-05,77.0000000070605,-148.000000019315,-1.03778946840656e-06,1.57079632209661
0.00618226631106518,0.000119503390066424,4.44853847796975e-05,9.65608928852376e-05,77.0000000074667,-148.000000020394,-1.01878981393816e-06,1.5707963218867
0.00638639312376636,0.00013422255081394,5.05534579715716e-05,0.000117398214675453,77.0000000078547,-148.000000021424,-9.96480513001796e-07,1.57079632168113
0.00659051993646754,0.000139611640035199,5.29387702171741e-05,0.000150223327848792,77.000000008223,-148.000000022402,-9.69167039692162e-07,1.5707963214805
0.00679464674916872,0.000134261257636578,5.11847984594915e-05,0.000183645251515481,77.0000000085703,-148.000000023324,-9.35071269202831e-07,1.57079632128637
0.00737381829285775,7.54908265005197e-05,2.96711428357027e-05,0.000198653850908754,77.0000000094586,-148.000000025687,-8.23936257783991e-07,1.57079632077712
0.00795298983654679,1.48407943612649e-05,6.04971193156625e-06,0.000113568537138005,77.0000000102646,-148.000000027838,-7.43040799771768e-07,1.57079632032047
0.00853216138023582,-5.37435228744654e-07,-2.56634082254596e-06,1.45922155834955e-05,77.0000000110271,-148.000000029872,-7.06660128243799e-07,1.57079631990061
0.00911133292392486,5.4055304003399e-05,1.53449991730362e-05,8.75580213229613e-05,77.0000000117641,-148.000000031815,-6.60725851799876e-07,1.57079631950555
0.00928508438703157,7.62716478513389e-05,2.34418473106701e-05,0.00012178380853696,77.0000000119785,-148.000000032374,-6.42522577925217e-07,1.57079631939232
0.00945883585013828,9.11878475756463e-05,2.96094181554611e-05,0.00014306284094544,77.0000000121859,-148.000000032911,-6.19883234672252e-07,1.57079631928277
0.00963258731324499,9.84676295912853e-05,3.36071592206242e-05,0.000153390191894576,77.000000012385,-148.000000033422,-5.94114992071429e-07,1.57079631917731
0.0098063387763517,9.73324267095105e-05,3.47599335137199e-05,0.000153028227001998,77.0000000125743,-148.000000033905,-5.67799658994334e-07,1.57079631907638
0.0105664304893925,5.23160259700874e-05,2.04341959007651e-05,0.000105641468882318,77.0000000133028,-148.000000035743,-4.69700889181112e-07,1.57079631868218
