TIME,AX,AY,AngACC,X,Y,R
0,0,1.30673615416864e-17,-1.53776449275335e-16,77,-148,0
5.74548004963942e-30,-1.06423801068566e-30,1.30673615416863e-17,-1.53776449275336e-16,77,-148,-8.83519521420605e-46
4.36651296554905e-15,-8.15423802893227e-16,-3.12293222655663e-17,-6.10522695126224e-16,77,-148,-1.66866106179378e-30
8.7330259310981e-15,-1.63084760578421e-15,-7.55260060726985e-17,-1.06726894097587e-15,77,-148,-5.33171052805767e-30
3.05655907588433e-14,-5.7079666202056e-15,-2.97009425106534e-16,-3.35100017020528e-15,77,-148,-5.35627839262061e-29
5.23981555865885e-14,-9.78508563457105e-15,-5.18492844137331e-16,-5.63473139940336e-15,77,-148,-1.51653567435192e-28
1.61560979725315e-13,-3.01706807055594e-14,-1.62590993924574e-15,-1.70533875449239e-14,77,-148,-1.39000313661487e-27
2.70723803864041e-13,-5.05562757751495e-14,-2.7333270342782e-15,-2.84720436896611e-14,77,-148,-3.87484545845116e-27
8.16537924557671e-13,-1.52484251102127e-13,-8.27041250830112e-15,-8.55653244015997e-14,77,-148,-3.49964483540035e-26
1.3623520452513e-12,-2.54412226394148e-13,-1.38074979804251e-14,-1.42658605093958e-13,77,-148,-9.72803700516802e-26
4.09142264871946e-12,-7.64052102329919e-13,-4.14929253125609e-14,-4.28125008262049e-13,77,-148,-8.76134760137124e-25
6.82049325218761e-12,-1.2736919773918e-12,-6.91783525972248e-14,-7.13591410940653e-13,77,-148,-2.43404711848927e-24
2.04658462695284e-11,-3.8218913395928e-12,-2.07605488308445e-13,-2.14092341699117e-12,77,-148,-2.19094783799001e-23
3.41111992868691e-11,-6.37009067994648e-12,-3.46032622832848e-13,-3.56825541080432e-12,77,-148,-6.08613586246779e-23
1.02337964373573e-10,-1.91110870540048e-11,-1.0381682776525e-12,-1.07049151963086e-11,77,-148,-5.47767487805255e-22
1.70564729460277e-10,-3.1852082881879e-11,-1.73030390280148e-12,-1.78415746758766e-11,77,-148,-1.52158481365739e-21
5.11698554893796e-10,-9.55570538284593e-11,-5.19098158348526e-12,-5.35248674846585e-11,77,-148,-1.36943385437607e-20
