TIME,VX,VY,R,Fz_1,Fz_2,Fz_3,Fz_4,omega_1,omega_2,omega_3,omega_4,slip_1,slip_2,slip_3,slip_4,TAU_1,TAU_2,TAU_3,TAU_4,STRA
0.81,1.61460668595465,0.380775188471058,0.242454563602246,0.0188998543405693,0.0173323198376007,0.0229670462751467,0.0214286294095572,6.32503707555713,5.30456896709672,6.05196176233315,4.91578070315169,-0.0010149277181398,-0.0010143584270606,0.029538538445139,0.033051710964382,0.0090803839226049,0.0119736971730255,0.0040082807049605,0.004949900924741,2.57965953312347
0.825,1.66495309141207,0.38865298316648,0.24761801575579,0.0188946294425252,0.0173191069109805,0.0229757709329146,0.0214296467640862,6.50806147640173,5.46408311462575,6.2357436104534,5.07555326233295,-0.0010219832744154,-0.0010281003255828,0.0296648004949893,0.0332125925728548,0.0090133956343927,0.0118363417192251,0.0040993626942868,0.0050520745914927,2.55694751961441
0.84,1.71561951081272,0.396232370793624,0.252603218425347,0.0188880615662763,0.0173072984687306,0.0229830041592734,0.0214319055501438,6.69108176543516,5.62421959380455,6.42015345668311,5.2368401656478,-0.0010271795898492,-0.0010407652383589,0.0297788523151157,0.0333637889982922,0.0089785537900169,0.0117441765399788,0.0041917972728545,0.0051551355278869,2.53367593483792
0.855,1.76657205196482,0.403590694880498,0.257458347403558,0.0188826551806853,0.0172951094163576,0.0229905666989356,0.0214329268226072,6.87425635651506,5.78496213623927,6.60519763055951,5.39940426803894,-0.0010361853473443,-0.0010610578941117,0.0298823473120644,0.0335052124354017,0.0089025610053748,0.011593775393359,0.0042853094019712,0.0052589767059971,2.50984904102973
0.87,1.81782765861278,0.410630350436587,0.262120860477066,0.0188759706298778,0.0172842261039079,0.0229967051864394,0.0214351036244153,7.05732246739362,5.94629453866927,6.79078597185383,5.56344485865251,-0.0010427790844993,-0.0010785836209123,0.0299766756874113,0.0336357615379583,0.0088598466419397,0.0114904285480553,0.0043786122212658,0.0053617521233404,2.48548310432991
0.885,1.8693524374808,0.417432860001687,0.266642169855483,0.018870495136589,0.0172728778649235,0.0230032586783785,0.0214360102385402,7.24045004781271,6.10819691846201,6.97693422359599,5.72872327195552,-0.0010529929296613,-0.0011027160704624,0.0300634021065058,0.0337566307119218,0.0087777726958612,0.0113319815688535,0.004472053367131,0.0054641375837302,2.46058372228801
0.9,1.92116373926498,0.423899238887194,0.270959048001345,0.018863642645198,0.0172629034135987,0.0230083515426553,0.021438200823718,7.42338593197385,6.27067592580665,7.16356533482843,5.89544698682821,-0.0010597513016407,-0.0011211364327063,0.0301456003033165,0.0338676366638987,0.0087289146209538,0.0112205256019192,0.0045646252136958,0.0055646437897638,2.43516937979668
0.915,1.97322797218786,0.43011461936266,0.27512563645075,0.0188580036729549,0.0172524280175627,0.0230139144368399,0.0214391267780995,7.60630696862337,6.43370171247182,7.35069633032526,6.06337460157304,-0.0010697854604024,-0.0011447314633658,0.0302234952357782,0.0339703835113882,0.0086418373556815,0.0110560280137258,0.0046570560117663,0.0056644189342205,2.40924698344738
0.93,2.02556255776551,0.43597896374851,0.279078514897124,0.0188509902751599,0.0172433030847665,0.0230180345699493,0.0214413275659947,7.78896749286557,6.59729476256759,7.53825029267647,6.23271983015644,-0.0010757441923205,-0.0011607606418395,0.0302998516372894,0.034065497878842,0.0085871324174047,0.0109371821925335,0.0047487494346189,0.0057624847387243,2.38283703045401
0.945,2.07813450233204,0.441580465610804,0.282873844877291,0.0188452132235578,0.0172336169648748,0.0230226858439402,0.0214422459715775,7.97154801330284,6.76141388683992,7.72624400150094,6.4032379731994,-0.0010849767639739,-0.0011815033815885,0.0303736928976364,0.0341542972646021,0.0084950848468937,0.0107668946662866,0.0048404624336468,0.0058600214908068,2.35594771461259
0.96,2.13096110865251,0.446818344955441,0.286447896539177,0.018838005160908,0.0172253129857793,0.023025876020539,0.0214445107573177,8.15380755123083,6.92608697402414,7.91459000658644,6.5751456989453,-0.0010901204363076,-0.0011947276767662,0.0304463480772461,0.0342376048849856,0.0084344553297237,0.0106407436693307,0.004931726945777,0.0059562112158871,2.32860140616077
0.975,2.1840101817143,0.451783406763296,0.289858358370043,0.0188320171571839,0.0172164253722036,0.0230296334742185,0.0214455193870059,8.33592931238347,7.09126402065597,8.10330896442776,6.74819515673546,-0.0010988973446399,-0.0012133768030349,0.0305165152008981,0.0343162230395933,0.0083375223198203,0.0104649854806742,0.0050231724686523,0.006052073983893,2.30080760541048
0.99,2.23729866537823,0.456374633764249,0.293041071635845,0.0188245841939093,0.0172089199346136,0.0230319344250399,0.0214478899431631,8.51767709023063,7.25698051026148,8.29230062323742,6.92260138038431,-0.0011038650138584,-0.0012255808214558,0.0305841808971563,0.0343905838999728,0.0082712582032353,0.0103322039134828,0.0051141630140244,0.006146594067826,2.2725905007141
0.995,2.25513849792592,0.457742443809407,0.293966542526604,0.0188191532286176,0.0172086365158725,0.023030423838118,0.0214515738118451,8.57905730059393,7.31452798691538,8.35529385160376,6.98133209977135,-0.000962926479426,-0.0009287232196853,0.0306135883514585,0.0344154219459587,0.0083225405510398,0.0103932868633172,0.0051216371264168,0.0061501412749757,2.26309413464232
1.0,2.27303912922559,0.458980763448299,0.294782470482738,0.0188053842968718,0.017214305821477,0.0230229105364546,0.021463496153125,8.63929719335702,7.37076829792248,8.41827314726678,7.04036388219958,-0.0009137615665443,-0.0008254673177564,0.0306488930621206,0.0344132342895879,0.0084477353098276,0.0105591316920758,0.0051105695608101,0.006131070441511,2.25356064657741
1.005,2.29097536897793,0.460148636499941,0.295559693697946,0.0187840602062933,0.0172253339595251,0.0230100683376559,0.0214828952182751,8.69884463989745,7.42604873714072,8.481346201492,7.0994604447646,-0.0009324048325013,-0.000862683901192,0.0306928653875782,0.0343875372045552,0.0085922179661392,0.0107501863376857,0.0051030587216303,0.0061162203724994,2.24399177724105
1.01,2.3089155159169,0.461318157300774,0.296375531220953,0.0187644269761751,0.0172353422697658,0.0229984471044435,0.0215006118391747,8.75873437870905,7.4816485014416,8.54454180424926,7.1584874916471,-0.0009324981810494,-0.0008613367019443,0.0307380762185994,0.0343639645673052,0.0086944113293214,0.0108781813426547,0.0051194924287977,0.006130298157879,2.23438785895194
1.015,2.32686048682208,0.462491068517089,0.297222766633361,0.0187534054390874,0.0172395791440232,0.0229928258638288,0.0215097790782264,8.81884151279294,7.53734395594263,8.60775085333316,7.21758437262516,-0.0009277410904732,-0.0008512594479269,0.0307719858441896,0.0343612143275855,0.0087572474583291,0.0109485281460954,0.0051541117024498,0.0061663037766966,2.22474778554642
1.02,2.34481566479358,0.463659982488466,0.298078558105518,0.0187576503385978,0.0172333055123079,0.0229978069500712,0.0215038097846471,8.8790011007277,7.59296799006969,8.67084738131578,7.27694426054165,-0.0009299017471735,-0.0008549002361665,0.0307830565332181,0.0343975433070493,0.0087935734269897,0.0109812942114607,0.0051951218267202,0.0062099916520186,2.21506983321771
1.035,2.3987721524532,0.467071473390959,0.300596506290131,0.0188026315053497,0.0171906930468502,0.0230353108065747,0.0214541443306817,9.05970065438606,7.76020252873078,8.85992775712837,7.45604176502849,-0.0009325491379309,-0.0008573785811613,0.0307635413326431,0.0345929863205496,0.008815083712484,0.0109597112185005,0.0053207344896692,0.0063439217958253,2.18580741162883
1.05,2.45289363712547,0.470252653778379,0.302954485994213,0.0188116249787669,0.0171715644882392,0.0230479986081856,0.0214402835350949,9.24020870784013,7.92806774791014,9.04947858768191,7.63560967239985,-0.0009304398049758,-0.0008542902016267,0.0307835815685714,0.0347071852078835,0.0087760080553244,0.010858973408145,0.0054313655091551,0.006459370675011,2.1562096799769
1.065,2.50718689278893,0.473169530504297,0.305133828559283,0.018785782002315,0.0171770613217533,0.0230364847028604,0.0214607819704127,9.42035840241814,8.09641799283163,9.23960619776725,7.81549309919781,-0.000933458110998,-0.0008646531593544,0.03085517969707,0.0347159882238153,0.0086974872381613,0.0107078929905844,0.0055294579841264,0.0065593058716622,2.12628789484507
1.08,2.56165987418667,0.475763590552008,0.307102021442887,0.0187692757155004,0.0171778952223335,0.0230309645621308,0.0214717203489628,9.60019869209924,8.26536548619977,9.42987656323106,7.99638493495436,-0.0009321843313099,-0.0008642985030089,0.0309265654272895,0.0347128478657201,0.0086144459216626,0.010553346461104,0.0056181314714061,0.0066474158177525,2.09606545021737
1.095,2.61630776049838,0.478028554045002,0.308863143902308,0.018770989989281,0.0171667337778339,0.0230374063863527,0.0214645697365657,9.77972934003819,8.43481713689779,9.61989976565938,8.17891257649023,-0.0009302197436423,-0.0008626054929692,0.0309552049597559,0.0347834932730459,0.0085269183038236,0.0103944770996294,0.0057024652805452,0.0067298064210984,2.06555856534867
1.11,2.67112156425256,0.479960865855616,0.310421281535611,0.0187713711231695,0.0171558477594116,0.02304243140578,0.0214589403146943,9.95889590587401,8.60476281186345,9.80990454095646,8.36266103492776,-0.0009280811899306,-0.0008627259255294,0.0309727927987065,0.0348721464000203,0.0084355889476593,0.0102316012150132,0.0057862148010867,0.0068109644364139,2.03479566402002
1.125,2.72609682647024,0.481561370003401,0.311774537465525,0.0187610132701727,0.0171523300977787,0.0230398531136787,0.0214639792875194,10.1376524639836,8.77524151103631,10.0002723447738,8.54689162252959,-0.0009273895357544,-0.0008632721561381,0.03102276912719,0.0348872049727132,0.0083410436336139,0.010065813392691,0.0058681054069302,0.0068894010984701,2.00379392227588
1.14,2.78122427149249,0.482831499767875,0.312922975074697,0.018748209414295,0.017151320498697,0.0230355698509009,0.0214712274828631,10.3160220002512,8.94623752618229,10.1906749828725,8.73210375601645,-0.0009266660920535,-0.0008641401479995,0.0310719715100343,0.0348982630538764,0.0082444836388228,0.0098988413905762,0.0059478139671162,0.0069647661048591,1.97258292502848
1.155,2.8364986655676,0.483774832496385,0.313870266738303,0.0187409715638617,0.0171469972091189,0.0230348826075977,0.0214728466440917,10.4940147196058,9.11770224658376,10.3809747611215,8.91848086230707,-0.0009284580486815,-0.0008698431405837,0.0311064791396804,0.0349317801297846,0.0081441489117915,0.0097282605954354,0.0060262168765244,0.0070381245134017,1.94118087025641
1.17,2.89191271943061,0.484389825651826,0.3146133845547,0.0187366423865426,0.0171405796573814,0.0230357302922418,0.021471675888722,10.671679658395,9.28974896218756,10.5711996904897,9.10590059419852,-0.0009255190611665,-0.0008680136184392,0.0311333740029322,0.0349738499302459,0.0080440534972242,0.0095596038504968,0.0061023415237583,0.0071083535253205,1.90961831343226
1.185,2.94746041365466,0.484683054271442,0.315157696173478,0.0187296261946078,0.0171360267985491,0.0230344049624125,0.0214732217755974,10.8489209378828,9.46225060800247,10.761453368099,9.29415023956337,-0.0009274756878064,-0.0008742075661686,0.0311645657833164,0.0350026633719751,0.0079414952782083,0.0093892171637716,0.006176948669545,0.007176384279968,1.87791459393519
1.2,3.00313527414905,0.484655296840687,0.315500700481552,0.0187196212431689,0.0171339038780263,0.0230309519311738,0.0214776334433759,11.025822962862,9.63536319509064,10.9517205691927,9.48318177430724,-0.0009250429469534,-0.000872196289273,0.0312010370959383,0.0350154564830452,0.0078402162404309,0.00922227355548,0.0062486509552363,0.0072406218036093,1.84610120172731
1.215,3.05892967015608,0.484315165274369,0.315650386395045,0.0187107065660241,0.0171314408116693,0.0230280758958754,0.0214808751430449,11.2023224710725,9.80891968027117,11.141900050427,9.67311600791213,-0.0009274594648448,-0.0008786554083227,0.0312331839732767,0.035031863619836,0.0077365475885517,0.0090537637929763,0.006318873219349,0.0073027735999994,1.81419832118074
1.23,3.11483821908965,0.483663913160399,0.315604587223766,0.018703814822186,0.0171277296448947,0.0230262721926006,0.0214821223713912,11.3785315657064,9.9830906809569,11.3319388242527,9.86398871373597,-0.0009240365859855,-0.0008762071610385,0.0312584185573777,0.0350570242436881,0.0076345655636299,0.0088892314842595,0.0063862890752465,0.0073613224758934,1.78223786378458
1.245,3.17085263735889,0.482711687436349,0.315372156919656,0.0186967927844418,0.0171242385406439,0.0230240567292345,0.0214835294318426,11.5543353768237,10.1576911590251,11.5219054154953,10.0556286946577,-0.0009268160196815,-0.0008835260195915,0.0312841861059879,0.0350773876857001,0.0075304972775168,0.0087235844938764,0.0064522275984102,0.0074178572417113,1.75024070798305
1.26,3.22696694092421,0.481459980935052,0.314949637583919,0.0186881296710891,0.0171221469317355,0.023020495167282,0.021486533786249,11.7298818101299,10.3329759123201,11.7117970953005,10.2479668343088,-0.0009210719800586,-0.0008759743493658,0.0313129528275439,0.0350871242276746,0.0074291958902793,0.0085633968262461,0.0065147401010233,0.0074701496871807,1.71823913485679
1.275,3.28317406555268,0.47992117595405,0.314348572863591,0.0186794603102471,0.0171203411863506,0.0230167690371585,0.0214894924787644,11.9050047861827,10.5086210193222,11.9015706806688,10.44104426654,-0.0009249626459101,-0.000884551229251,0.0313402753514309,0.0350963950798389,0.0073261214891198,0.0084025315631147,0.0065757278462908,0.0075204466826991,1.68625460897021
1.29,3.33946931525362,0.478097690835618,0.313566266425127,0.018671614280363,0.0171181192421375,0.0230134378102454,0.021491612756307,12.0799131963796,10.6849386802084,12.0911760268823,10.6348890754203,-0.0009201195181854,-0.0008794529749036,0.0313637254284029,0.0351090864188557,0.0072261099555934,0.0082474464477529,0.0066333848517404,0.0075666954226245,1.65431939788347
1.305,3.39584862640316,0.47599626394011,0.312608180458543,0.0186637305045207,0.0171160311061898,0.0230098817263655,0.0214937740327727,12.2544760846704,10.8617262261698,12.2806488669182,10.8294168366898,-0.0009192659645613,-0.0008804738100637,0.0313866958771837,0.0351193056054943,0.0071289457340306,0.0080977068518824,0.0066884211181279,0.0076097525489195,1.62245613452578
1.32,3.45230343181836,0.473631987604128,0.311484362226975,0.0186555057486482,0.0171143284529223,0.023005918793385,0.0214962675344343,12.4287491957671,11.0390131413423,12.469995874492,11.024551617376,-0.0009200715842425,-0.0008839067793195,0.0314102338428288,0.0351249774290658,0.0070320922479935,0.0079500070490635,0.0067412284407526,0.0076501195865311,1.59069656525551
1.335,3.50882759467049,0.471011324247934,0.310198709233413,0.0186475094884887,0.0171127476830382,0.023001877234826,0.0214985109473209,12.6028045434109,11.2168794704296,12.6591760559575,11.2203196186918,-0.0009175779238725,-0.0008819412009457,0.0314318451994539,0.0351316860161682,0.0069363271232577,0.0078053059997427,0.0067918538991,0.007687881756544,1.55906342670836
1.35,3.56541338328721,0.468146583583023,0.308757895530638,0.0186399213946746,0.0171111574024986,0.0229978626138759,0.0215003302133174,12.7766014059232,11.3952309825569,12.8481876077038,11.4166638033108,-0.000916440911177,-0.0008822296536517,0.0314522851343934,0.0351380814432601,0.0068413892130955,0.0076632977087304,0.006839969731044,0.0077227084584389,1.52758758772211
1.365,3.62205733791667,0.465045284685666,0.307166773330405,0.018632416767483,0.0171096359459232,0.0229937477748166,0.0215020605533236,12.9501414022509,11.5740450015929,13.0370356648573,11.6135488328221,-0.0009178851843948,-0.0008866589036034,0.0314720567528368,0.0351430392367491,0.0067481246401382,0.0075249872924029,0.0068857505786999,0.0077548306956443,1.49629214222201
1.38,3.67875332092929,0.461718611446407,0.305430572425819,0.0186246543421008,0.0171083577467152,0.0229893600512665,0.0215040405112242,13.1235111398397,11.7534212379275,13.2257130798362,11.810934404487,-0.0009161692665975,-0.0008860076620744,0.0314913292582544,0.0351459460724661,0.0066574809719611,0.0073915919742951,0.0069285789900381,0.0077835884580916,1.46520761693723
1.395,3.73549717035176,0.458175790528994,0.303556206234402,0.0186169633507646,0.0171071824284662,0.0229848766265529,0.0215059361956458,13.2966532108098,11.9332398176955,13.4142184330387,12.0088022750623,-0.0009175601851763,-0.0008900476014856,0.031509800472953,0.0351480546778884,0.0065696590341852,0.0072632245537686,0.0069690445776114,0.007809684630161,1.4343576368524
1.41,3.79228308497587,0.454429362373509,0.301550106510231,0.0186095511594058,0.0171060146243132,0.0229803983434793,0.0215075412890742,13.4696665902827,12.113601526788,13.6025442369612,12.2071216361444,-0.000915950298849,-0.0008894595923075,0.031527248411213,0.0351498224345665,0.006485264111399,0.0071406266475316,0.0070066873403959,0.0078326398924517,1.4037721980193
1.425,3.84910644456035,0.45048976718426,0.299420302739117,0.0186024363371305,0.0171047960932542,0.0229759622760646,0.0215088451017639,13.6424921722866,12.2943835585355,13.7906946539625,12.4058591818309,-0.0009175507043532,-0.0008935693241814,0.0315437647471873,0.035151405181021,0.0064043138607577,0.007023660195964,0.007042215506128,0.0078532857604185,1.37347537579024
1.44,3.90596246115471,0.446370195530496,0.297173291688059,0.0185953694378771,0.0171036226938347,0.0229714597566543,0.0215100970399202,13.8152373255797,12.47569745431,13.9786698161957,12.6049751916007,-0.0009157881841184,-0.0008925412826631,0.0315594823679005,0.0351521077906373,0.0063276022983003,0.0069132938847234,0.0070750365500855,0.0078709933032358,1.34349646831816
1.455,3.96284616157607,0.442082054085184,0.29481799449608,0.0185885251010851,0.0171024091661292,0.0229669933180659,0.0215111216297634,13.9878331687283,12.6574023779256,14.1664738968021,12.8044377991859,-0.0009174707038532,-0.0008965001442303,0.0315744001344998,0.0351525293190743,0.0062551294553147,0.0068093501118721,0.0071059448224045,0.0078866847672353,1.31386017656256
1.47,4.01975388489788,0.437639187716342,0.292361229538398,0.0185819190739463,0.0171011368835452,0.0229625875601026,0.0215119004117447,14.1603945885691,12.8396135829553,14.3541076709633,13.0042184224386,-0.0009158965511973,-0.0008955842900991,0.0315883280232943,0.0351527057197949,0.0061878021924155,0.0067129148828867,0.0071343196852903,0.0078996997489,1.28459519661202
1.485,4.07668018411666,0.433053900067815,0.289812788587158,0.018575708876349,0.0170997117124039,0.0229583315313496,0.021512282026667,14.3328541496375,13.0221903029207,14.5415761311385,13.2042814105537,-0.0009175557103605,-0.000899209497442,0.0316012989169116,0.0351531784436008,0.0061256709133261,0.0066238550382505,0.0071610435673407,0.0079110520614,1.25572716579559
1.5,4.13362255752284,0.428340760321489,0.287179995621308,0.0185697403426002,0.0170981640894247,0.022954182605372,0.0215124206681667,14.5053263814096,13.2052423741766,14.728885853038,13.4045975136411,-0.0009161188468845,-0.0008982475216127,0.0316131944913543,0.0351536532244608,0.0060697072802769,0.0065433088061109,0.0071855183224666,0.0079201059456103,1.22728439568137
1.515,4.19140457916225,0.419341895660069,0.28042283764312,0.018348781747891,0.0172751038659884,0.0227731155094996,0.0217260526703946,14.6650378354645,13.3933610290372,14.9135806471502,13.6102727078337,-0.0007504578051699,-0.0007932720455048,0.0319667536352124,0.0345448612319362,-0.0172673938139147,-0.0210506264060135,0.006685553646245,0.0073425081492206,1.03385885008168
1.5151037901286,4.19181021643281,0.419246911724729,0.280344352227099,0.0183457446162905,0.0172775834510705,0.0227706194715746,0.021729028458887,14.6660429119344,13.3946824573451,14.9148437608476,13.6117314771863,-0.0007506149359471,-0.0007968823295641,0.0319723114221053,0.0345357935084933,-0.0172425620523102,-0.0210194104976684,0.0066780478311238,0.0073340055427198,1.03363449396879
1.5152075802572,4.19221707361312,0.419145338426171,0.280258933473153,0.0183426658122231,0.0172800979849882,0.0227680889339422,0.0217320456662904,14.6670258860139,13.3959776884737,14.9161112224273,13.6131891174866,-0.0007509163550752,-0.0008032731169552,0.0319790301421009,0.0345250612214525,-0.0172142822859757,-0.0209839788328355,0.0066695224459214,0.0073243667112128,1.03341022955532
1.51572653090019,4.19426657496454,0.418554299405682,0.27974462673575,0.0183265358659295,0.0172932954480504,0.0227548215135003,0.0217478661234033,14.671664954081,13.4021901203296,14.9224833782215,13.6204893798344,-0.000753810008561,-0.0008650503876331,0.0320258981613754,0.0344524884196574,-0.0170294046731558,-0.0207537100876813,0.006614145587667,0.0072619707141681,1.03229059685348
1.51624548154318,4.1963352380842,0.417855504206283,0.279118352019573,0.0183087958011485,0.0173078755460166,0.0227401970442276,0.0217652999104051,14.6759561094351,13.4082787120408,14.9288287683524,13.6278962831199,-0.0007574460597466,-0.0009486835764369,0.0320850401657221,0.0343625796108508,-0.0167883888259925,-0.0204549995526709,0.0065426442397514,0.0071816313266543,1.03117438489978
1.51727261072823,4.2004658187534,0.416255558206343,0.277658707948836,0.0182670517062772,0.0173424761130024,0.0227056214832328,0.0218064684549441,14.6837841349082,13.421002950133,14.941018897488,13.6431617818842,-0.0007624385303827,-0.0010878164676936,0.0322053354495375,0.0341803196686967,-0.0161994490129459,-0.0197279765158021,0.0063706708548726,0.0069888134730762,1.02897711162668
1.51829973991328,4.20461636084202,0.414514290185529,0.276067091925035,0.0182130342309186,0.0173877588626094,0.0226605688546532,0.0218599712134853,14.6912112154472,13.43541089665,14.9525724351168,13.6593058857355,-0.0007628861755956,-0.0011165069903979,0.0323010173722383,0.0340330766438785,-0.0155398552099499,-0.0189163909544784,0.0061831640364879,0.00677889211086,1.02679826260537
1.51994159046565,4.2112660066993,0.411597122326853,0.273421618090715,0.0180974964943171,0.0174856387391071,0.0225635380110047,0.0219748055797558,14.7026921809758,13.4605771946963,14.970509972663,13.6858504775828,-0.0007591745818375,-0.0010185886200209,0.0324365135447838,0.0338246908807921,-0.0144230892905642,-0.0175469828161531,0.0058776198774436,0.0064372986059344,1.02335570706058
1.52158344101803,4.21790697134785,0.408699819285445,0.270847460022154,0.0179466284349051,0.0176145438614048,0.0224360765793629,0.0221250217969949,14.7141930952027,13.4852553006467,14.9895502539246,13.711091211,-0.0007585592074981,-0.0009578010913052,0.0326457556388206,0.0335249694584714,-0.0133259644213745,-0.0162065078557153,0.0055940688541892,0.0061206277349872,1.0199636477833
1.52380701453283,4.22687565267058,0.404878959266587,0.267547433575782,0.017698269111364,0.0178280762729623,0.0222253418389432,0.0223723743754489,14.7300887239326,13.5170954163169,15.017849711704,13.7425338189155,-0.0007616276919465,-0.0009840655646075,0.0330861811059958,0.0329443374409687,-0.0119082019270405,-0.0144813039188009,0.005255071617559,0.0057423316282224,1.01544812624836
1.52603058804762,4.23580146388243,0.401238674113237,0.264519934434819,0.0174344516154919,0.0180561019595612,0.0220007784344682,0.0226345211760837,14.7467242259815,13.5486289220442,15.0481687959083,13.7724493572513,-0.0007647281990879,-0.001008128090955,0.0336328828984109,0.0323091964070538,-0.0106002287148598,-0.0128968784518198,0.0049747142252877,0.0054295169122007,1.01101648650314
1.52801529402381,4.24373247294306,0.398140970761992,0.262041233820415,0.0172037417808634,0.0182564577174909,0.0218039128909569,0.0228629415087159,14.7622515969928,13.5769400439174,15.0759419807932,13.7988103431178,-0.0007670597534693,-0.0009927567179986,0.0341394074950603,0.0317702650236643,-0.0095276164300818,-0.0116029090430052,0.004771645172902,0.0052027667814628,1.00710398690904
1.53,4.25163345771105,0.395180184611117,0.259753366565404,0.0170102612848527,0.01842539769999,0.0216384783210622,0.0230529930000399,14.778462876736,13.6048884357655,15.1031693405873,13.8258187573282,-0.0007717189687998,-0.0009761471232146,0.0345757146862866,0.0313326765975916,-0.0085307996626998,-0.0104050498025059,0.0046070233262008,0.0050186740847056,1.00327402866635
1.53370361235055,4.26634091837186,0.38976746950088,0.255702360885006,0.0167888280321397,0.0186214389424041,0.0214482706149708,0.0232649798350184,14.8097807112851,13.655324939755,15.151387368179,13.8788303025523,-0.0007193715812664,-0.0009180068718753,0.0351541310021902,0.0307964637255741,-0.0138380977604323,-0.0165009403764489,0.0043542716492067,0.0047356274104506,0.950491031624916
1.53740722470111,4.28106273785011,0.384075370250556,0.251464152045442,0.0167633347349451,0.0186495668987213,0.0214241787936292,0.0232790069182359,14.8412440601705,13.7053316396843,15.1937648194263,13.9373794457426,-0.0007598769093373,-0.0009877615620829,0.0353180257397789,0.0306836349857111,-0.0119822133310168,-0.0142828677758829,0.0040984544616274,0.004449935225071,0.94331658692111
1.54111083705166,4.2958152984639,0.378007682401172,0.246935319560207,0.0168992452609874,0.0185393982686333,0.0215361840838838,0.0231316301901426,14.8724412393981,13.7554130482734,15.2304641082089,14.0015407727281,-0.000710214436592,-0.0009179853399334,0.035101952138595,0.0309638047651402,-0.0170752456241099,-0.0200626307028995,0.0038241233987882,0.0041447718764325,0.890508414785872
1.54481444940221,4.31060641051719,0.371539648073213,0.242088503205502,0.0170912497102473,0.0183814177246651,0.0216934803163981,0.0229324776581223,14.9031016511738,13.8058377208959,15.2632264210139,14.0677413175622,-0.0007611577238522,-0.000998003884927,0.0346517701777334,0.0313380069782253,-0.0148990925936657,-0.0174790477788757,0.003527154107097,0.0038158244707114,0.883388858205394
1.5524072247011,4.34097785505127,0.357245103270108,0.231390945565035,0.017361860327771,0.0181650720924994,0.0219025267140517,0.0226647706077433,14.96335183038,13.9109421276651,15.3320254465959,14.2038353867279,-0.0005996027717793,-0.0008164247794646,0.0339860034526768,0.0319477109427811,-0.0246548326098769,-0.0283395990567292,0.0028826367841393,0.0031060911379412,0.775485289946932
1.56,4.37134372307945,0.341856442489064,0.219957338621081,0.0172292949725972,0.0182980435427826,0.0217620319618953,0.0228121176956452,15.0200734272255,14.0189076342272,15.4120380839269,14.3312187803358,-0.0007410914548563,-0.0010356554479285,0.0342825166668764,0.0316980765584591,-0.0193825124435759,-0.0221630257019292,0.002226427374636,0.0023889939867879,0.761178562727152
1.56969112835442,4.41025129225688,0.31747940622064,0.201125843850041,0.0165321203532108,0.0189454578893869,0.0211197297247322,0.0235223053083078,15.0728750411299,14.1570162126517,15.5226430935,14.4890835340036,-0.0005192188927674,-0.0010057718698723,0.0359768789630997,0.0301771000194437,-0.0393196094282533,-0.0437689512276177,0.0009496605668495,0.0010122917704412,0.561308154425915
1.57938225670885,4.44901739326435,0.291091518347964,0.181149500286379,0.0158421329377982,0.0195988502840568,0.0204834086410757,0.0241896170099779,15.1302080781989,14.3092033378834,15.6336326265741,14.6512881557558,-0.0007208256358518,-0.0013018778499937,0.0378954885865652,0.0288499029933793,-0.0297476600835067,-0.0328068496960895,-0.0002736815039124,-0.0002897399848547,0.543627629427705
1.58469112835442,4.47011852897487,0.276911548311028,0.170873447659609,0.0156101160493788,0.0198240012901545,0.0202666277892851,0.0243945636546201,15.1659647615933,14.3954918680438,15.6920646293755,14.7423344524831,-0.0007026009595289,-0.0011396409216451,0.0386741725284128,0.0284671287591453,-0.0246417460039208,-0.0270427658208502,-0.00076562922289,-0.0008077291216987,0.534925288595158
1.59,4.49105450949792,0.264333196653984,0.162392718939648,0.0157034674092192,0.019740286152329,0.0203474032219777,0.0242736821487896,15.207266018669,14.4764659618556,15.741585347439,14.8357491876274,-0.0007500957333749,-0.0010557121258525,0.0385378558570381,0.0286600567124429,-0.0203159151569841,-0.0222047326011423,-0.0009783082803717,-0.0010291190541905,0.52690701718577
1.59792932145604,4.52212770782879,0.246985263158497,0.151244146006743,0.016294766740249,0.0191848464317825,0.0208819762618232,0.0236630195104679,15.274044171821,14.5892631013304,15.799689352239,14.9813004431664,-0.0005562863472542,-0.0008048982467095,0.0369963732238687,0.0297501647806601,-0.0301568266153401,-0.0325931060048191,-0.0010792197728351,-0.001130963990101,0.418535189503081
1.60585864291208,4.55308717208844,0.229265904790273,0.139544178328191,0.0167845561058208,0.018731500904623,0.0213158791078228,0.0231949100032058,15.339297692564,14.7033482330103,15.8582594814,15.1269614863966,-0.0007682708778877,-0.001072001905628,0.0356395695391903,0.0307370196818056,-0.0242306666876439,-0.0260523189054252,-0.0012890808613589,-0.0013456047583622,0.407257685267622
1.61292932145604,4.58059750016984,0.213002929277956,0.128506145771405,0.0168739858081337,0.0186644065385845,0.021375426893551,0.0231462927857557,15.3949514717514,14.8082215583015,15.9209231485303,15.2496006117906,-0.0005574924393676,-0.0008568896383869,0.035315975051649,0.0309536698577513,-0.0325553160100758,-0.0346403128583014,-0.0015829157200314,-0.0016463319480266,0.311970389839227
