TIME,lamdaFL,lamdaFR,lamdaRL,lamdaRR,fxFL,tauFR,tauRL,tauRR
0.124273139510733,0.0,0.0,0.0,0.0,3545.4556591630935,0.0,0.0,0.0
0.124331497436875,0.0,0.0,0.0,0.0,3543.860081303544,0.0,0.0,0.0
0.124389855363017,0.0,0.0,0.0,0.0,3542.27118090579,0.0,0.0,0.0
0.124448213289159,0.0,0.0,0.0,0.0,3540.6890169594853,0.0,0.0,0.0
0.124506571215301,0.0,0.0,0.0,0.0,3539.1137085966184,0.0,0.0,0.0
0.124564929141442,0.0,0.0,0.0,0.0,3537.5453144715,0.0,0.0,0.0
0.124623287067584,0.0,0.0,0.0,0.0,3535.9839593926913,0.0,0.0,0.0
0.124741962440236,0.0,0.0,0.0,0.0,3532.830912042715,0.0,0.0,0.0
0.124860637812888,0.0,0.0,0.0,0.0,3529.708315509742,0.0,0.0,0.0
0.124944282941783,0.0,0.0,0.0,0.0,3527.5259752667625,0.0,0.0,0.0
0.125027928070678,0.0,0.0,0.0,0.0,3525.359422343752,0.0,0.0,0.0
0.125111573199572,0.0,0.0,0.0,0.0,3523.2088160708454,0.0,0.0,0.0
0.125195218328467,0.0,0.0,0.0,0.0,3521.074467113324,0.0,0.0,0.0
0.125254818455658,0.0,0.0,0.0,0.0,3519.5636526551734,0.0,0.0,0.0
0.125314418582848,0.0,0.0,0.0,0.0,3518.061282622143,0.0,0.0,0.0
0.125421567239553,0.0,0.0,0.0,0.0,3515.3818138744127,0.0,0.0,0.0
0.125528715896258,0.0,0.0,0.0,0.0,3512.7304919985013,0.0,0.0,0.0
0.125610140676522,0.0,0.0,0.0,0.0,3510.7346945305944,0.0,0.0,0.0
0.125691565456787,0.0,0.0,0.0,0.0,3508.7556601373835,0.0,0.0,0.0
0.125742007467793,0.0,0.0,0.0,0.0,3507.5381168919967,0.0,0.0,0.0
0.125792449478799,0.0,0.0,0.0,0.0,3506.3271245373594,0.0,0.0,0.0
0.125842891489805,0.0,0.0,0.0,0.0,3505.122710871903,0.0,0.0,0.0
0.125893333500812,0.0,0.0,0.0,0.0,3503.9249323028635,0.0,0.0,0.0
0.125943775511818,0.0,0.0,0.0,0.0,3502.733816578374,0.0,0.0,0.0
0.125994217522824,0.0,0.0,0.0,0.0,3501.5494221674326,0.0,0.0,0.0
0.126090887228632,0.0,0.0,0.0,0.0,3499.29852068065,0.0,0.0,0.0
0.126187556934439,0.0,0.0,0.0,0.0,3497.0728406109884,0.0,0.0,0.0
0.126284226640247,0.0,0.0,0.0,0.0,3494.872604552254,0.0,0.0,0.0
0.126380896346054,0.0,0.0,0.0,0.0,3492.698248948092,0.0,0.0,0.0
0.126436811133889,0.0,0.0,0.0,0.0,3491.4524487605145,0.0,0.0,0.0
0.126492725921723,0.0,0.0,0.0,0.0,3490.2154554169606,0.0,0.0,0.0
0.126548640709557,0.0,0.0,0.0,0.0,3488.9873028055695,0.0,0.0,0.0
0.126604555497391,0.0,0.0,0.0,0.0,3487.76806003653,0.0,0.0,0.0
0.126660470285226,0.0,0.0,0.0,0.0,3486.5577613646865,0.0,0.0,0.0
0.12671638507306,0.0,0.0,0.0,0.0,3485.356479070358,0.0,0.0,0.0
0.126832229625964,0.0,0.0,0.0,0.0,3482.896572214852,0.0,0.0,0.0
0.126948074178869,0.0,0.0,0.0,0.0,3480.4761697566396,0.0,0.0,0.0
0.127035606009838,0.0,0.0,0.0,0.0,3478.673693814508,0.0,0.0,0.0
0.127123137840807,0.0,0.0,0.0,0.0,3476.8942499093096,0.0,0.0,0.0
0.127209289514538,0.0,0.0,0.0,0.0,3475.1654729215747,0.0,0.0,0.0
0.127295441188269,0.0,0.0,0.0,0.0,3473.459361415212,0.0,0.0,0.0
0.127381592862,0.0,0.0,0.0,0.0,3471.776026642742,0.0,0.0,0.0
0.127467744535731,0.0,0.0,0.0,0.0,3470.1157019995635,0.0,0.0,0.0
0.127577109077832,0.0,0.0,0.0,0.0,3468.0413725963735,0.0,0.0,0.0
0.127686473619934,0.0,0.0,0.0,0.0,3466.0047980916784,0.0,0.0,0.0
0.127795838162035,0.0,0.0,0.0,0.0,3464.006212046694,0.0,0.0,0.0
0.127905202704136,0.0,0.0,0.0,0.0,3462.0460629485215,0.0,0.0,0.0
0.128014567246237,0.0,0.0,0.0,0.0,3460.1245499126917,0.0,0.0,0.0
0.128123931788338,0.0,0.0,0.0,0.0,3458.242071407013,0.0,0.0,0.0
0.128233296330439,0.0,0.0,0.0,0.0,3456.3988208564665,0.0,0.0,0.0
0.128342660872541,0.0,0.0,0.0,0.0,3454.5951968549552,0.0,0.0,0.0
0.128452025414642,0.0,0.0,0.0,0.0,3452.831391847105,0.0,0.0,0.0
0.128561389956743,0.0,0.0,0.0,0.0,3451.1077773874194,0.0,0.0,0.0
0.128670754498844,0.0,0.0,0.0,0.0,3449.4245160028354,0.0,0.0,0.0
0.128780119040945,0.0,0.0,0.0,0.0,3447.781919200641,0.0,0.0,0.0
0.128860020735764,0.0,0.0,0.0,0.0,3446.6076142003426,0.0,0.0,0.0
0.128939922430582,0.0,0.0,0.0,0.0,3445.455208138556,0.0,0.0,0.0
0.129062144118809,0.0,0.0,0.0,0.0,3443.734950943566,0.0,0.0,0.0
0.129184365807035,0.0,0.0,0.0,0.0,3442.0664285749926,0.0,0.0,0.0
0.129306587495262,0.0,0.0,0.0,0.0,3440.4498108808707,0.0,0.0,0.0
0.129428809183489,0.0,0.0,0.0,0.0,3438.885407920174,0.0,0.0,0.0
0.129551030871715,0.0,0.0,0.0,0.0,3437.373345739097,0.0,0.0,0.0
0.129673252559942,0.0,0.0,0.0,0.0,3435.913865310056,0.0,0.0,0.0
0.129795474248169,0.0,0.0,0.0,0.0,3434.5070745995654,0.0,0.0,0.0
0.129917695936395,0.0,0.0,0.0,0.0,3433.1531795592614,0.0,0.0,0.0
0.130039917624622,0.0,0.0,0.0,0.0,3431.8522647070567,0.0,0.0,0.0
0.130162139312849,0.0,0.0,0.0,0.0,3430.6044698387964,0.0,0.0,0.0
0.130428625445635,0.0,0.0,0.0,0.0,3428.068269603649,0.0,0.0,0.0
0.130695111578421,0.0,0.0,0.0,0.0,3425.785224830211,0.0,0.0,0.0
0.130961597711207,0.0,0.0,0.0,0.0,3423.755318039653,0.0,0.0,0.0
0.131228083843993,0.0,0.0,0.0,0.0,3421.9780333114845,0.0,0.0,0.0
0.131494569976779,0.0,0.0,0.0,0.0,3420.4527519266876,0.0,0.0,0.0
0.131761056109565,0.0,0.0,0.0,0.0,3419.17779673417,0.0,0.0,0.0
0.132027542242351,0.0,0.0,0.0,0.0,3418.1520417473002,0.0,0.0,0.0
