TIME,VX,VY,R,Fz_1,Fz_2,Fz_3,Fz_4,omega_1,omega_2,omega_3,omega_4,slip_1,slip_2,slip_3,slip_4,TAU_1,TAU_2,TAU_3,TAU_4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.74548004963942e-30,-4.16195261783353e-56,7.36266267837948e-46,-8.83519521424987e-46,0,0,0,0,0,0,0,0,1.13653699359946e-43,-5.16782524154573e-44,9.27695497558666e-44,-9.27695497433807e-44,3.64542139513367e-44,1.07589178442716e-43,-3.22484625317689e-43,-3.22484625317689e-43
4.36651296554905e-15,-1.67920665601221e-29,-2.89840759218884e-30,-4.36802804017055e-30,1.41248207273397e-30,1.41248207273397e-30,7.24279079336605e-28,7.24279079336605e-28,0,0,0,0,3.26490752106358e-27,2.44068223602237e-27,2.97745292823622e-27,2.0601670398004e-27,1.83401152392051e-28,3.39690474665691e-28,-6.13565590812607e-28,-6.13565590812607e-28
8.7330259310981e-15,-6.7168266240425e-29,-1.27127418013371e-29,-1.61291784415546e-29,5.64992830454621e-30,5.64992830454621e-30,2.89711631735812e-27,2.89711631735812e-27,0,5.44709986254408e-54,5.44709986254408e-54,5.44709986254408e-54,1.28868785134368e-26,9.84127895462276e-27,1.1768803672427e-26,8.38167619970051e-27,6.78194862604653e-28,1.19522829013434e-27,-1.96409155577254e-27,-1.96409155577254e-27
3.05655907588433e-14,-8.22811261440903e-28,-1.65523312100697e-28,-1.85831765865852e-28,6.92116226566424e-29,6.92116226566424e-29,3.5489674888433e-26,3.5489674888433e-26,9.89003975244835e-26,9.89003975244835e-26,9.89003975244835e-26,9.89003975244835e-26,5.11469002170139e-24,5.07958031594289e-24,5.1012713607892e-24,5.06224668995737e-24,7.82305178094119e-27,1.32106274794644e-26,-1.97711269926998e-26,-1.97711269926998e-26
5.23981555865885e-14,-2.4180575846305e-27,-4.9123204782087e-28,-5.40362412317095e-28,2.03397424300708e-28,2.03397424300708e-28,1.04296187429481e-25,1.04296187429481e-25,3.07690125630232e-25,3.07690125630232e-25,3.07690125630232e-25,3.07690125630232e-25,1.58846834584355e-23,1.57825809217597e-23,1.58453850700685e-23,1.5731908963482e-23,2.27527226446478e-26,3.81222101886308e-26,-5.60021717829724e-26,-5.60021717829724e-26
1.61560979725315e-13,-2.29883391199467e-26,-4.71324820763743e-27,-5.08543652987435e-27,1.9336881427582e-27,1.9336881427582e-27,9.91538059771029e-25,9.91538059771029e-25,2.99997872481663e-24,2.99997872481663e-24,2.99997872481663e-24,2.99997872481663e-24,1.54757505042136e-22,1.53796507480128e-22,1.54385120895748e-22,1.53317179224474e-22,2.14173286139396e-25,3.56122876524822e-25,-5.1351753602423e-25,-5.1351753602423e-25
2.70723803864041e-13,-6.45487038530655e-26,-1.32577185025779e-26,-1.42512121226815e-26,5.42958195789149e-27,5.42958195789149e-27,2.78412878171817e-24,2.78412878171817e-24,8.43950058828269e-24,8.43950058828269e-24,8.43950058828269e-24,8.43950058828269e-24,4.35335083951494e-22,4.32641973246294e-22,4.34290135512526e-22,4.31297380966763e-22,6.0021419825056e-25,9.96528130827366e-25,-1.43163313405687e-24,-1.43163313405687e-24
8.16537924557671e-13,-5.87201775427127e-25,-1.20816881992076e-25,-1.2939061220257e-25,4.93931100908982e-26,4.93931100908982e-26,2.53273151463773e-23,2.53273151463773e-23,7.68456088621415e-23,7.68456088621415e-23,7.68456088621415e-23,7.68456088621415e-23,3.96379433798772e-21,3.93934238980107e-21,3.9542943900684e-21,3.92712236150586e-21,5.44972398750947e-24,9.03462322093568e-24,-1.29312146298055e-23,-1.29312146298055e-23
1.3623520452513e-12,-1.6346069267056e-24,-3.36437398810113e-25,-3.60047549110728e-25,1.37496767437872e-25,1.37496767437872e-25,7.05042227957106e-23,7.05042227957106e-23,2.13932548711494e-22,2.13932548711494e-22,2.13932548711494e-22,2.13932548711494e-22,1.10348725235407e-20,1.09668312849361e-20,1.1008430612781e-20,1.09328206274677e-20,1.51647424899474e-23,2.51328330065064e-23,-3.59458019650578e-23,-3.59458019650578e-23
4.09142264871946e-12,-1.47429138713424e-23,-3.03546028132061e-24,-3.24609528446375e-24,1.24011856828264e-24,1.24011856828264e-24,6.35894581667422e-22,6.35894581667422e-22,1.92957972063237e-21,1.92957972063237e-21,1.92957972063237e-21,1.92957972063237e-21,9.95295473746276e-20,9.89161028901901e-20,9.92910911993826e-20,9.86094111896452e-20,1.36722465631943e-22,2.26525602253844e-22,-3.23743826073208e-22,-3.23743826073208e-22
