waypoints_1,waypoints_2
75.2986615678777,-145.674952198853
75.2986615678777,-124.369216061186
78.4550669216061,-106.219885277247
60.3057361376673,-111.743594646272
29.5307839388145,-115.689101338432
-5.18967495219886,-112.532695984704
